,weekday_name,month,century,century_year,leap_year_condition,predicted_days_group_index,correct_output
29237,0,1,3,6.5,0,9,6
2933,6,8,1,2.6,0,9,7
45423,4,6,1,1.0,0,9,2
68944,3,4,3,7.3,0,2,7
4832,6,1,0,2.0,1,9,8
102254,5,3,4,0.0,0,9,7
11056,1,4,2,2.9,0,2,2
52117,5,10,3,8.8,1,8,3
66295,1,10,1,3.0,0,8,6
118389,5,8,0,9.4,0,9,3
143607,6,12,3,5.3,0,8,8
117241,2,5,1,4.9,0,9,3
73402,4,4,0,1.9,0,2,8
3698,1,10,0,8.9,0,8,7
103175,5,6,1,1.8,0,9,7
85414,6,10,0,0.1,0,8,3
109475,5,10,0,0.2,0,8,8
131211,0,4,0,8.4,1,2,6
88161,3,4,3,4.2,0,2,4
17929,1,9,2,8.5,0,9,3
55068,4,6,1,3.1,0,9,4
125321,1,1,2,0.9,0,9,5
80724,2,10,1,2.3,0,8,9
116066,4,2,1,7.7,0,0,3
116070,2,2,1,8.1,0,0,3
97285,5,3,2,4.3,0,9,6
102497,1,4,2,4.2,0,2,7
58618,2,3,0,7.2,1,9,5
121270,1,3,1,6.8,1,9,4
101822,2,2,3,6.9,0,0,0
140709,1,5,2,6.2,0,9,8
109465,0,9,3,9.3,0,9,8
8118,4,9,0,9.8,0,9,8
111934,1,4,0,5.5,0,2,2
100154,2,10,3,0.5,0,8,6
118223,0,7,3,2.9,0,9,3
81486,0,12,0,8.3,0,8,9
48826,2,2,3,0.5,0,0,3
107067,2,4,0,0.0,0,2,8
31826,3,8,1,4.7,0,9,6
99178,4,8,1,3.1,0,9,6
113942,4,9,0,5.8,0,9,2
124483,0,11,1,7.3,0,8,4
97290,5,3,2,4.8,1,9,6
104233,0,8,3,7.4,0,9,7
13294,3,10,0,6.1,0,8,9
71883,3,12,1,0.4,1,8,7
54169,5,4,0,3.4,0,2,4
12906,3,9,0,7.4,0,9,2
67228,2,12,2,6.1,0,8,6
65769,5,9,0,0.5,0,9,6
119078,2,9,3,8.2,0,9,3
31910,3,8,2,3.1,0,9,6
69928,3,7,1,5.4,0,9,7
100580,1,11,3,3.0,0,8,6
108245,6,6,3,7.6,1,9,8
114702,6,11,0,1.6,1,8,2
126812,2,5,0,9.6,1,9,5
3392,5,9,1,8.4,1,8,7
22427,2,8,3,7.2,1,9,4
106440,6,2,1,7.5,0,0,1
123468,2,8,3,6.1,0,9,4
115007,0,11,3,2.1,0,8,2
71167,0,10,1,9.0,0,8,7
105686,4,12,2,2.3,0,8,7
24012,2,12,3,5.3,0,8,4
34331,3,2,2,4.6,0,0,0
28711,3,12,2,4.0,1,8,5
142363,4,9,3,1.2,1,8,8
94461,3,8,2,2.6,0,9,5
62593,5,1,0,3.7,0,9,6
36419,4,7,3,2.9,0,9,7
33009,0,11,1,2.7,0,8,6
53077,4,1,1,4.5,0,9,4
119788,5,11,2,9.0,0,8,3
65019,1,7,0,5.7,0,9,6
60238,4,7,0,8.8,1,9,5
58659,3,3,1,1.3,0,9,5
47922,2,12,2,0.3,0,8,9
71280,0,10,3,0.3,0,8,7
117857,0,6,3,6.4,1,9,3
17990,6,9,3,4.6,0,9,3
120177,6,12,2,7.8,0,8,3
18751,2,11,3,0.5,0,8,3
50460,5,6,3,3.5,0,9,3
16817,1,6,3,7.6,1,9,3
7501,4,7,2,8.3,0,9,8
101794,2,2,3,4.1,0,0,0
96518,4,1,2,7.8,0,9,6
93970,0,7,1,3.6,1,9,5
126970,2,5,2,5.4,0,9,5
107682,4,5,2,1.4,0,9,8
104482,3,9,2,2.2,0,9,7
28650,3,12,1,7.9,0,8,5
110366,2,12,0,9.1,0,8,8
95270,3,10,2,3.3,0,8,5
13618,0,10,3,8.5,0,8,9
63298,1,2,3,4.1,0,0,6
90882,6,11,2,5.6,1,8,4
93678,1,6,2,4.5,0,9,5
74943,5,7,3,5.7,0,9,8
49783,2,5,0,5.9,0,9,3
9620,5,12,3,9.7,0,8,8
127012,6,5,2,9.6,1,9,5
77569,1,2,1,7.6,1,0,2
9727,5,1,1,0.3,0,9,9
114164,1,9,2,8.0,1,8,2
42151,4,10,0,4.6,0,8,8
52453,3,11,3,2.3,0,8,3
2317,2,6,3,1.2,1,9,7
43064,0,12,1,5.7,0,8,8
54312,1,4,1,7.7,0,2,4
116044,4,2,1,5.5,0,0,3
52698,0,12,1,6.7,0,8,3
51687,1,9,3,5.9,0,9,3
106764,2,3,0,9.8,0,9,8
30070,0,3,3,9.6,1,9,6
132875,0,8,1,4.4,1,9,6
57215,6,11,2,7.3,0,8,4
5984,4,3,3,7.0,0,9,8
130315,4,1,3,9.1,0,9,6
69420,1,6,0,4.7,0,9,7
32508,6,10,0,2.7,0,8,6
40,2,1,0,4.0,1,9,7
146362,5,12,3,0.1,0,8,9
67621,2,1,2,5.3,0,9,7
142187,2,9,1,3.6,1,8,8
97636,2,4,1,9.3,0,2,6
101243,1,1,1,9.1,0,9,7
123167,6,8,0,6.0,1,9,4
21774,0,7,1,2.0,1,9,4
112158,0,4,2,7.9,0,2,2
79085,6,6,0,8.8,1,9,2
37312,4,10,0,1.9,0,8,7
34731,2,3,2,4.5,0,9,7
12209,1,7,1,7.9,0,9,9
137183,3,7,3,4.5,0,9,7
101093,4,1,0,4.1,0,9,7
115936,3,2,0,4.7,0,0,3
136888,0,7,0,5.0,0,9,7
88837,6,6,2,1.6,1,9,4
89503,3,8,0,8.0,1,9,4
15683,3,4,0,4.4,1,2,3
7034,4,6,2,1.7,0,9,8
21057,3,5,2,0.5,0,9,4
128290,1,8,3,7.1,0,9,5
7313,1,7,0,9.5,0,9,8
100291,6,11,0,4.1,0,8,6
51487,4,9,1,5.9,0,9,3
37898,0,11,2,0.4,1,8,7
1016,5,3,2,1.4,0,9,7
32023,4,8,3,4.4,1,9,6
10139,1,2,1,1.4,0,0,2
51073,6,8,1,4.6,0,9,3
60449,0,7,2,9.9,0,9,5
114607,5,10,3,2.2,0,8,9
5061,5,1,2,4.9,0,9,8
37854,1,11,1,6.0,1,8,7
65354,5,7,3,9.2,1,9,6
71410,3,11,0,3.2,1,8,7
142508,3,10,0,5.6,1,8,8
65304,5,7,3,4.2,0,9,6
4900,0,1,0,8.8,1,9,8
107613,2,5,1,4.5,0,9,8
85808,6,10,3,9.5,0,8,3
94601,2,8,3,6.6,0,9,5
23973,2,12,3,1.4,0,8,4
3437,5,9,2,2.9,0,9,7
83094,0,4,0,8.7,0,2,3
129430,1,11,3,0.8,1,8,5
18011,4,9,3,6.7,0,9,3
116413,6,3,1,2.3,0,9,3
96854,3,2,2,1.3,0,0,6
54864,2,5,3,2.8,1,9,4
45667,0,6,3,5.4,0,9,2
13504,5,10,2,7.1,0,8,9
68248,4,3,0,7.8,0,9,7
27413,3,9,1,4.5,0,9,5
98278,4,6,0,3.3,0,9,6
6775,2,5,3,5.9,0,9,8
108811,4,8,1,4.0,1,9,8
46200,0,8,0,8.5,0,9,9
25316,2,4,0,5.3,0,2,5
80541,6,9,3,4.1,0,9,2
49608,2,4,2,8.5,0,2,3
67727,0,1,3,5.9,0,9,7
102594,2,4,3,3.9,0,2,7
14691,0,1,2,5.5,0,9,3
86436,5,12,2,2.1,0,8,3
143139,5,11,2,8.6,0,8,8
8120,6,9,1,0.0,0,9,8
129993,3,1,0,6.9,0,9,6
42461,5,10,3,5.6,1,8,8
124378,3,11,0,6.8,1,8,4
98123,6,5,2,7.9,0,9,6
39097,2,2,2,0.0,1,0,1
124236,6,10,3,2.7,0,8,4
139986,3,3,3,4.1,0,9,8
127673,2,7,1,5.5,0,9,5
138818,4,11,3,7.6,1,8,7
72842,2,2,2,6.1,0,0,1
57077,1,11,1,3.5,0,8,4
111245,5,2,1,6.8,1,0,2
24236,1,1,1,7.6,1,9,5
91193,0,12,1,6.6,0,8,4
85276,3,9,2,6.4,1,8,3
111608,0,3,1,3.0,0,9,9
89377,5,7,3,5.5,0,9,4
80594,2,9,3,9.4,0,9,2
89816,0,8,3,9.3,0,9,4
81178,2,11,1,7.6,1,8,2
34584,1,3,0,9.8,0,9,7
75282,1,8,2,9.5,0,9,8
73996,2,5,2,1.2,1,9,8
144285,5,3,2,2.9,0,9,9
7905,4,8,2,8.6,0,9,8
145655,2,8,3,9.6,1,9,9
45800,5,7,0,8.6,0,9,9
26474,2,7,0,0.8,1,9,5
1256,4,4,0,5.3,0,2,7
97398,6,3,3,5.6,1,9,6
85801,5,10,3,8.8,1,8,3
21202,1,5,3,5.0,0,9,4
126536,1,4,2,2.1,0,2,5
140609,2,5,1,6.2,0,9,8
23442,0,11,1,8.4,1,8,4
36364,6,7,2,7.4,0,9,7
60938,0,8,3,8.7,0,9,5
76928,0,12,3,3.7,0,8,8
78721,6,5,1,2.5,0,9,9
39493,3,3,1,9.5,0,9,8
117170,5,5,0,7.8,0,9,3
36298,1,7,2,0.8,1,9,7
121721,3,4,2,1.8,0,2,4
81859,3,1,0,5.5,0,9,3
4890,2,1,0,7.8,0,9,8
118994,3,9,2,9.8,0,9,3
42105,3,10,0,0.0,0,8,8
42753,5,11,2,4.7,0,8,8
27125,1,8,2,5.8,0,9,5
87049,6,2,0,3.2,1,0,4
74614,2,7,0,2.8,1,9,8
14454,6,1,0,1.8,0,9,3
43943,4,2,2,3.4,0,0,2
26741,5,7,2,7.5,0,9,5
87698,1,3,2,8.0,1,9,4
98420,5,6,1,7.5,0,9,6
91551,5,1,1,2.3,0,9,5
28069,0,10,4,0.0,0,8,5
82589,2,2,3,8.4,1,0,3
140734,4,5,2,8.7,0,9,8
18133,3,10,0,8.8,1,8,3
27923,1,10,2,5.4,0,8,5
65856,2,9,0,9.2,1,8,6
35500,1,5,2,1.2,1,9,7
131093,5,3,3,6.7,0,9,6
52323,3,11,1,9.3,0,8,3
95968,4,12,1,2.9,0,8,5
75223,5,8,2,3.6,1,9,8
16573,5,6,1,3.2,1,9,3
20694,6,4,2,4.3,0,2,4
134984,2,1,2,4.8,1,9,7
81994,3,1,1,9.0,0,9,3
96050,1,12,2,1.1,0,8,5
40605,3,6,1,0.4,1,9,8
132428,3,7,0,9.8,0,9,6
91157,4,12,1,3.0,0,8,4
9633,1,1,0,0.9,0,9,9
99872,1,10,0,2.3,0,8,6
109226,3,9,1,5.4,0,9,8
119823,6,11,3,2.5,0,8,3
52263,5,11,1,3.3,0,8,3
25104,3,3,2,4.2,0,9,5
102171,0,3,3,1.7,0,9,7
64860,6,6,2,9.9,0,9,6
107671,4,5,2,0.3,0,9,8
75641,1,9,2,5.3,0,9,8
133628,0,10,0,9.5,0,8,6
115808,3,1,3,2.0,1,9,3
80721,6,10,1,2.0,1,8,9
74782,1,7,1,9.6,1,9,8
75002,2,8,0,1.5,0,9,8
66029,0,9,2,6.5,0,9,6
100940,2,12,2,8.9,0,8,6
140897,5,6,0,4.9,0,9,8
33489,3,12,2,0.6,0,8,6
137802,5,9,1,6.2,0,9,7
644,6,2,2,4.3,0,0,0
9467,4,12,2,4.4,1,8,8
119319,1,10,2,2.2,0,8,3
77418,3,2,0,2.5,0,0,2
129695,2,12,1,7.2,1,8,5
25211,3,3,3,4.9,0,9,5
118996,5,9,3,0.0,0,9,3
74594,5,7,0,0.8,1,9,8
27877,0,10,2,0.8,1,8,5
70621,0,9,0,4.5,0,9,7
142690,5,10,2,3.8,0,8,8
7733,6,8,1,1.4,0,9,8
145091,6,7,2,3.3,0,9,9
64205,2,5,0,4.5,0,9,6
128710,0,9,3,9.0,0,9,5
4796,3,12,3,8.5,0,8,7
108008,4,6,1,3.9,0,9,8
43766,1,2,0,5.7,0,0,2
109933,2,11,0,5.9,0,8,8
26376,5,6,3,1.1,0,9,5
129943,3,1,0,1.9,0,9,6
79273,2,6,2,7.6,1,9,2
78491,1,4,2,9.6,1,2,2
49992,4,5,2,6.8,1,9,3
100238,2,10,3,8.9,0,8,6
67924,1,2,1,5.5,0,0,0
129857,0,12,3,3.4,0,8,5
36881,6,8,3,9.0,0,9,7
87957,1,4,1,3.8,0,2,4
20303,2,3,2,5.3,0,9,4
90199,1,9,3,7.5,0,9,4
42994,4,12,0,8.7,0,8,8
128002,0,8,0,8.3,0,9,5
99027,5,7,3,8.1,0,9,6
146400,3,12,3,3.9,0,8,9
112384,1,5,1,0.4,1,9,9
112906,1,6,2,2.5,0,9,2
4488,5,12,0,7.7,0,8,7
111843,6,3,3,6.5,0,9,9
132659,3,7,3,2.9,0,9,6
92047,1,2,2,1.8,0,0,5
30687,5,5,2,1.1,0,9,6
117428,4,5,3,3.6,1,9,3
137092,2,7,2,5.4,0,9,7
52016,5,10,2,8.7,0,8,3
36166,5,7,0,7.6,1,9,7
82755,4,3,1,4.9,0,9,3
70211,0,8,0,3.6,1,9,7
118692,4,8,3,9.7,0,9,3
85121,5,9,1,0.9,0,9,3
123138,4,8,0,3.1,0,9,4
94609,5,8,3,7.4,0,9,5
135786,6,4,1,5.1,0,2,7
64223,3,5,0,6.3,0,9,6
100339,3,11,0,8.9,0,8,6
88737,0,6,1,1.6,1,9,4
57531,0,12,1,8.8,1,8,4
45258,1,5,3,4.6,0,9,9
13920,6,11,2,8.6,0,8,2
94399,3,8,1,6.4,1,9,5
58378,6,2,2,3.3,0,0,5
45984,3,7,2,7.0,0,9,9
82042,0,1,2,3.8,0,9,3
86871,1,1,2,5.5,0,9,4
71151,1,10,1,7.4,0,8,7
77766,2,2,3,7.3,0,0,2
136442,5,6,0,0.5,0,9,7
41383,0,8,0,8.0,1,9,8
39426,4,3,1,2.8,1,9,8
14176,2,12,1,4.1,0,8,9
984,0,3,1,8.2,0,9,7
62042,5,11,2,8.8,1,8,5
144044,5,1,3,8.9,0,9,9
137169,6,7,3,3.1,0,9,7
126396,2,4,0,8.1,0,2,5
89379,1,7,3,5.7,0,9,4
97840,4,4,3,9.7,0,2,6
142947,4,11,0,9.4,0,8,8
8596,3,10,1,7.5,0,8,8
142430,3,9,3,7.9,0,9,8
113277,0,7,1,9.5,0,9,9
33195,1,11,3,1.3,0,8,6
7711,1,8,0,9.2,1,9,8
116793,4,4,1,0.2,0,2,3
108631,3,7,3,6.1,0,9,8
26047,1,5,3,8.3,0,9,5
36506,1,8,0,1.5,0,9,7
11569,2,5,3,4.1,0,9,9
70872,5,9,2,9.6,1,9,7
84545,0,7,3,3.5,0,9,3
37272,4,9,3,8.0,1,9,7
127770,5,7,2,5.2,1,9,5
54963,0,6,0,2.6,0,9,4
96146,1,12,3,0.7,0,8,5
71443,2,11,0,6.5,0,8,7
3868,2,10,2,5.9,0,8,7
63999,5,4,2,4.0,1,2,6
101427,6,1,3,7.5,0,9,7
21371,2,6,1,1.8,0,9,4
91416,5,12,3,8.9,0,8,4
74085,0,5,3,0.1,0,9,8
54896,0,5,3,6.0,1,9,4
108434,3,7,1,6.4,1,9,8
143521,4,12,2,6.7,0,8,8
127402,2,6,2,8.5,0,9,5
116424,6,3,1,3.4,0,9,3
123385,4,8,2,7.8,0,9,4
18061,4,10,0,1.6,1,8,3
138919,4,12,0,7.6,1,8,7
131551,2,5,0,2.3,0,9,6
102806,0,5,1,5.0,0,9,7
52775,6,12,2,4.4,1,8,3
108311,4,7,0,4.1,0,9,8
1186,0,3,3,8.4,1,9,7
118273,6,7,3,7.9,0,9,3
144083,5,3,0,2.7,0,9,9
29601,5,2,3,2.8,1,0,6
57341,1,11,3,9.9,0,8,4
21055,0,5,2,0.3,0,9,4
33088,1,11,2,0.6,0,8,6
14655,4,1,2,1.9,0,9,3
109219,1,9,1,4.7,0,9,8
63371,6,3,0,1.3,0,9,6
18685,4,11,2,3.9,0,8,3
3172,3,8,3,6.5,0,9,7
133245,6,9,1,1.3,0,9,6
74769,5,7,1,8.3,0,9,8
47381,1,11,0,6.3,0,8,2
64960,4,6,3,9.9,0,9,6
71189,0,10,2,1.2,1,8,7
67063,0,12,0,9.6,1,8,6
67131,0,12,1,6.4,1,8,6
103948,3,8,0,8.9,0,9,7
54044,2,3,3,1.0,0,9,4
106854,2,3,1,8.8,1,9,8
64079,6,4,3,2.0,1,2,6
80180,4,8,3,8.1,0,9,9
130056,3,1,1,3.2,1,9,6
89654,1,8,2,3.1,0,9,4
109251,6,9,1,7.9,0,9,8
43794,1,2,0,8.5,0,0,2
26745,3,7,2,7.9,0,9,5
68664,5,4,0,9.3,0,2,7
53436,3,2,1,0.3,0,0,4
26058,1,5,3,9.4,0,9,5
137555,5,8,3,1.6,1,9,7
10153,4,2,1,2.8,1,0,2
72478,3,1,2,9.8,0,9,8
94846,0,9,2,1.0,0,9,5
103809,3,7,3,5.1,0,9,7
2425,3,7,0,1.9,0,9,7
107718,0,5,2,5.0,0,9,8
20768,0,4,3,1.7,0,2,4
25842,5,5,1,7.8,0,9,5
82575,6,2,3,7.0,0,0,3
110130,3,11,2,5.6,1,8,8
62654,4,1,0,9.8,0,9,6
81586,5,12,1,8.3,0,8,9
140603,2,5,1,5.6,1,9,8
64678,3,6,1,1.7,0,9,6
17508,1,8,2,6.5,0,9,3
95352,6,10,3,1.5,0,8,5
9034,4,11,2,1.2,1,8,8
117950,4,7,0,5.6,1,9,3
60541,2,7,3,9.1,0,9,5
88018,0,4,1,9.9,0,2,4
132181,4,6,2,5.2,1,9,6
29701,2,3,0,2.7,0,9,6
47219,1,10,3,0.2,0,8,9
71347,0,10,3,7.0,0,8,7
146233,6,12,1,7.2,1,8,9
123057,0,7,3,5.1,0,9,4
91983,5,2,1,5.4,0,0,5
63875,4,4,1,1.6,1,2,6
44158,4,3,0,4.8,1,9,9
50921,5,7,3,9.5,0,9,3
110836,6,1,1,6.0,1,9,9
101617,5,2,1,6.4,1,0,7
93672,0,6,2,3.9,0,9,5
117343,3,5,2,5.1,0,9,3
15197,0,2,3,6.0,1,0,3
143547,2,12,2,9.3,0,8,8
101360,6,1,3,0.8,1,9,7
141126,3,6,2,7.8,0,9,8
40540,6,6,0,3.9,0,9,8
44832,3,4,3,2.1,0,2,2
62746,6,1,1,9.0,0,9,6
12775,0,8,3,4.4,1,9,9
112578,5,5,2,9.8,0,9,9
77989,4,3,1,9.5,0,9,9
19104,1,12,2,5.7,0,8,3
60882,0,8,3,3.1,0,9,5
80621,1,10,0,2.0,1,8,9
126037,1,3,1,2.3,0,9,5
50107,6,5,3,8.3,0,9,3
114760,1,11,0,7.4,0,8,2
95257,1,10,2,2.0,1,8,5
132838,2,8,1,0.7,0,9,6
60057,2,6,3,0.8,1,9,5
18175,5,10,1,3.0,0,8,3
100436,4,11,1,8.6,0,8,6
61458,4,10,1,0.5,0,8,5
61605,6,10,2,5.2,1,8,5
92582,0,3,3,5.2,1,9,5
124465,5,11,1,5.5,0,8,4
57367,6,12,0,2.4,1,8,4
24806,5,2,3,4.5,0,0,5
82611,0,3,0,0.5,0,9,3
13701,6,11,0,6.7,0,8,2
63629,5,3,2,7.1,0,9,6
73033,6,3,0,5.1,0,9,8
130527,3,2,2,0.2,0,0,6
15905,6,4,2,6.6,0,2,3
135307,5,3,0,7.3,0,9,7
26221,2,6,1,5.6,1,9,5
137562,6,8,3,2.3,0,9,7
28136,1,11,0,6.6,0,8,5
40940,0,7,0,3.8,0,9,8
27887,5,10,2,1.8,0,8,5
111100,0,2,0,2.3,0,0,2
41908,3,9,2,0.4,1,8,8
116356,6,3,0,6.6,0,9,3
7646,3,8,0,2.7,0,9,8
133924,4,10,3,9.1,0,8,6
88803,5,6,1,8.2,0,9,4
69496,4,6,1,2.3,0,9,7
43310,6,1,0,0.2,0,9,9
86519,3,12,3,0.4,1,8,3
14141,0,12,1,0.6,0,8,9
142470,4,10,0,1.8,0,8,8
87453,3,3,0,3.5,0,9,4
21801,5,7,1,4.7,0,9,4
24059,4,12,4,0.0,0,8,4
105935,0,1,0,7.1,0,9,8
107318,6,4,2,5.1,0,2,8
61551,1,10,1,9.8,0,8,5
100333,2,11,0,8.3,0,8,6
63275,0,2,3,1.8,0,0,6
119986,6,12,0,8.7,0,8,3
41738,1,9,0,3.4,0,9,8
112320,6,5,0,4.0,1,9,9
138574,1,11,1,3.2,1,8,7
92861,5,4,2,3.0,0,2,5
91411,6,12,3,8.4,1,8,4
140614,1,5,1,6.7,0,9,8
127614,0,7,0,9.6,1,9,5
3213,6,9,0,0.5,0,9,7
43206,2,12,2,9.9,0,8,8
590,2,2,1,8.9,0,0,0
24635,2,2,1,7.4,0,0,5
53133,4,1,2,0.1,0,9,4
127100,3,5,3,8.4,1,9,5
139484,0,1,2,4.0,1,9,8
44857,6,4,3,4.6,0,2,2
120942,1,2,2,4.1,0,0,4
99198,1,8,1,5.1,0,9,6
97301,4,3,2,5.9,0,9,6
80526,1,9,3,2.6,0,9,2
14774,5,1,3,3.8,0,9,3
46906,4,9,3,9.0,0,9,2
122638,4,6,3,3.3,0,9,4
43612,3,1,3,0.4,1,9,9
71386,1,11,0,0.8,1,8,7
117002,5,4,3,1.1,0,2,3
35833,3,6,1,4.4,1,9,7
136423,1,5,3,8.7,0,9,7
140986,3,6,1,3.8,0,9,8
59332,2,4,3,8.5,0,2,5
56666,0,10,1,2.5,0,8,4
101203,0,1,1,5.1,0,9,7
18979,6,12,1,3.2,1,8,3
22514,6,9,0,5.8,0,9,4
85305,4,9,2,9.3,0,9,3
93115,6,5,0,8.3,0,9,5
144022,5,1,3,6.7,0,9,9
62644,5,1,0,8.8,1,9,6
116780,3,4,0,8.9,0,2,3
61028,2,9,0,7.6,1,8,5
122977,6,7,2,7.1,0,9,4
2200,3,6,1,9.5,0,9,7
70442,0,8,2,6.7,0,9,7
104548,2,9,2,8.8,1,8,7
64050,5,4,2,9.1,0,2,6
85511,1,10,0,9.8,0,8,3
85979,3,11,1,6.5,0,8,3
55183,1,6,2,4.6,0,9,4
145739,4,10,0,7.9,0,8,9
124840,3,12,1,2.9,0,8,4
52803,6,12,2,7.2,1,8,3
36313,5,7,2,2.3,0,9,7
134916,1,1,1,8.0,1,9,7
24764,1,2,3,0.3,0,0,5
23684,0,12,0,2.5,0,8,4
35912,3,6,2,2.3,0,9,7
77902,1,3,1,0.8,1,9,9
15073,0,2,2,3.6,1,0,3
54759,4,5,2,2.3,0,9,4
116223,3,2,3,3.4,0,0,3
31961,4,8,2,8.2,0,9,6
120467,3,1,1,6.7,0,9,4
101241,6,1,1,8.9,0,9,7
17569,6,8,3,2.6,0,9,3
108747,2,8,0,7.6,1,9,8
40331,4,5,2,3.1,0,9,8
52088,3,10,3,5.9,0,8,3
24658,3,2,1,9.7,0,0,5
65732,0,8,3,6.9,0,9,6
104735,3,10,0,7.4,0,8,7
84105,0,6,2,9.6,1,9,3
21102,3,5,2,5.0,0,9,4
40078,4,4,3,7.9,0,2,8
52745,3,12,2,1.4,0,8,3
58065,0,1,3,2.1,0,9,5
118116,0,7,2,2.2,0,9,3
84726,2,8,1,1.5,0,9,3
110206,6,11,3,3.2,1,8,8
27948,4,10,2,7.9,0,8,5
23755,5,12,0,9.6,1,8,4
145662,6,10,0,0.2,0,8,9
73579,1,4,1,9.6,1,2,8
9593,6,12,3,7.0,0,8,8
53563,1,2,2,3.0,0,0,4
61088,6,9,1,3.6,1,8,5
126406,0,4,0,9.1,0,2,5
74967,0,7,3,8.1,0,9,8
124114,2,10,2,0.5,0,8,4
93909,1,7,0,7.5,0,9,5
1744,2,5,1,4.0,1,9,7
121562,1,4,0,5.9,0,2,4
82224,3,2,0,1.9,0,0,3
27648,2,9,3,8.0,1,9,5
62662,6,1,1,0.6,0,9,6
39901,1,4,2,0.2,0,2,8
120120,5,12,2,2.1,0,8,3
64376,5,5,2,1.6,1,9,6
126444,5,4,1,2.9,0,2,5
102113,5,3,2,5.9,0,9,7
135667,6,4,0,3.2,1,2,7
91207,4,12,1,8.0,1,8,4
110777,3,1,1,0.1,0,9,9
98042,3,5,1,9.8,0,9,6
33174,4,11,2,9.2,1,8,6
69121,6,5,1,4.9,0,9,7
101576,3,2,1,2.3,0,0,0
47799,4,12,0,8.0,1,8,9
134566,6,12,2,3.1,0,8,6
117311,5,5,2,1.9,0,9,3
75107,0,8,1,2.0,1,9,8
88082,3,4,2,6.3,0,2,4
57167,2,11,2,2.5,0,8,4
67513,0,1,1,4.5,0,9,7
17469,1,8,2,2.6,0,9,3
66862,2,11,2,9.6,1,8,6
39836,4,4,1,3.7,0,2,8
59298,1,4,3,5.1,0,2,5
100217,4,10,3,6.8,1,8,6
70584,3,9,0,0.8,1,8,7
79306,0,6,3,0.9,0,9,2
66041,1,9,2,7.7,0,9,6
89910,6,9,0,8.6,0,9,4
89882,6,9,0,5.8,0,9,4
94848,3,9,2,1.2,1,8,5
104189,1,8,3,3.0,0,9,7
73041,2,3,0,5.9,0,9,8
108348,1,7,0,7.8,0,9,8
12936,5,9,1,0.4,1,8,2
116001,6,2,1,1.2,1,0,3
9094,2,11,2,7.2,1,8,8
21812,5,7,1,5.8,0,9,4
86705,5,1,0,8.9,0,9,4
14122,5,12,0,8.7,0,8,9
26578,5,7,1,1.2,1,9,5
122655,4,6,3,5.0,0,9,4
13869,5,11,2,3.5,0,8,2
78497,0,4,3,0.2,0,2,2
130332,5,2,0,0.7,0,0,6
146220,3,12,1,5.9,0,8,9
88971,4,6,3,5.0,0,9,4
80324,2,9,1,2.4,1,8,2
65859,5,9,0,9.5,0,9,6
119609,5,11,1,1.1,0,8,3
132513,3,7,1,8.3,0,9,6
134207,1,11,2,7.3,0,8,6
86822,3,1,2,0.6,0,9,4
113148,1,7,0,6.6,0,9,9
129201,3,11,0,7.9,0,8,5
91190,3,12,1,6.3,0,8,4
125437,5,1,3,2.5,0,9,5
120496,4,1,1,9.6,1,9,4
36737,2,8,2,4.6,0,9,7
43188,1,12,2,8.1,0,8,8
56316,6,9,1,7.6,1,8,4
116803,3,4,1,1.2,1,2,3
15907,2,4,2,6.8,1,2,3
5708,4,3,0,9.4,0,9,8
15001,1,2,1,6.4,1,0,3
92976,1,4,3,4.5,0,2,5
53504,4,2,1,7.1,0,0,4
64363,2,5,2,0.3,0,9,6
23595,1,11,3,3.7,0,8,4
35608,2,5,3,2.0,1,9,7
91492,2,1,0,6.4,1,9,5
3936,2,10,3,2.7,0,8,7
125294,2,1,1,8.2,0,9,5
20604,6,4,1,5.3,0,2,4
120009,6,12,1,1.0,0,8,3
107957,5,6,0,8.8,1,9,8
15611,3,3,3,7.3,0,9,3
13973,1,11,3,3.9,0,8,2
64241,5,5,0,8.1,0,9,6
64465,3,5,3,0.5,0,9,6
9236,3,12,0,1.3,0,8,8
116612,2,3,3,2.2,0,9,3
55733,6,7,3,9.5,0,9,4
79166,1,6,1,6.9,0,9,2
9343,3,12,1,2.0,1,8,8
126515,3,4,2,0.0,1,2,5
86757,6,1,1,4.1,0,9,4
97147,1,3,1,0.5,0,9,6
144109,3,3,0,5.3,0,9,9
49200,4,3,2,7.8,0,9,3
124539,0,11,2,2.9,0,8,4
123433,0,8,3,2.6,0,9,4
46590,3,9,0,7.4,0,9,2
73990,1,5,2,0.6,0,9,8
49235,5,3,3,1.3,0,9,3
3242,0,9,0,3.4,0,9,7
86739,4,1,1,2.3,0,9,4
131365,2,4,2,3.8,0,2,6
37431,5,10,1,3.8,0,8,7
7364,1,7,1,4.6,0,9,8
41737,0,9,0,3.3,0,9,8
117616,0,6,1,2.3,0,9,3
145085,5,7,2,2.7,0,9,9
19970,2,2,3,2.1,0,0,4
139539,6,1,2,9.5,0,9,8
19873,0,2,2,2.4,1,0,4
17784,2,9,1,4.0,1,8,3
46627,6,9,1,1.1,0,9,2
139608,0,1,3,6.4,1,9,8
128170,6,8,2,5.1,0,9,5
115508,1,1,0,2.0,1,9,3
58634,1,3,0,8.8,1,9,5
27589,5,9,3,2.1,0,9,5
14546,1,1,1,1.0,0,9,3
46681,4,9,1,6.5,0,9,2
139247,6,1,0,0.3,0,9,8
49064,2,3,1,4.2,0,9,3
