,leap_year_condition,decade,predicted_year_digit,predicted_year
93039,0,180,5,1805
54754,0,201,1,2011
104720,0,185,5,1855
30541,0,186,5,1865
24554,0,189,5,1895
119305,1,200,8,2008
43440,1,193,8,1938
123940,0,183,5,1835
22523,0,186,5,1865
9045,0,202,1,2021
32256,1,197,8,1978
66677,0,191,5,1915
36761,0,207,1,2071
98160,1,211,2,2112
81200,0,199,1,1991
106279,0,181,5,1815
65000,0,183,5,1835
100155,0,210,1,2101
125876,0,216,9,2169
10743,0,211,9,2119
24481,1,182,8,1828
37423,0,193,1,1931
25404,0,194,1,1941
56675,0,193,1,1931
60603,1,185,8,1858
6461,0,184,5,1845
47818,0,189,5,1895
85105,0,189,5,1895
65069,0,190,5,1905
101786,0,213,9,2139
122483,0,197,1,1971
101019,1,216,2,2162
57692,0,214,9,2149
31234,0,215,9,2159
28529,0,185,5,1855
121418,1,211,2,2112
9929,0,210,1,2101
27617,0,214,9,2149
24846,0,218,9,2189
109193,0,192,1,1921
74819,0,203,1,2031
144,1,194,8,1948
18156,0,191,5,1915
66699,0,193,1,1931
118099,0,200,1,2001
105834,0,217,9,2179
238,0,203,1,2031
143109,1,205,8,2058
22886,0,182,5,1825
90606,0,218,9,2189
94634,0,219,9,2199
123712,1,200,8,2008
22150,0,189,5,1895
57952,1,200,8,2008
71656,0,207,1,2071
75272,0,208,1,2081
126508,0,199,1,1991
93723,0,209,1,2091
68268,0,189,5,1895
131578,0,185,5,1855
127555,0,183,5,1835
33100,0,201,1,2011
109519,0,184,5,1845
62916,1,216,2,2162
116031,0,194,1,1941
55166,0,202,1,2021
89854,0,183,5,1835
62359,1,200,8,2008
15083,0,204,1,2041
6388,0,217,9,2179
130748,0,182,5,1825
61037,0,188,5,1885
94907,0,207,1,2071
104963,0,210,1,2101
61975,0,202,1,2021
93282,0,205,1,2051
40340,1,204,8,2048
32449,0,216,9,2169
146286,0,202,1,2021
90160,1,213,2,2132
59087,1,194,8,1948
26618,1,195,8,1958
15833,0,199,1,1991
48595,0,187,5,1875
81223,0,202,1,2021
88391,0,197,1,1971
58613,0,186,5,1865
128132,0,201,1,2011
140544,0,189,5,1895
74084,0,210,1,2101
7602,1,218,2,2182
103390,0,213,9,2139
68858,0,208,1,2081
10274,0,204,1,2041
36357,0,206,1,2061
85495,0,188,5,1885
107253,0,198,1,1981
67329,0,216,9,2169
74788,0,200,1,2001
141260,0,181,5,1815
35388,0,190,5,1905
5723,0,190,5,1905
72701,1,192,8,1928
89844,1,182,8,1828
37078,0,198,1,1981
80648,0,184,5,1845
77254,0,206,1,2061
63605,0,204,1,2041
87723,0,210,1,2101
6758,0,214,9,2149
39984,0,208,1,2081
60750,0,199,1,1991
55936,0,199,1,1991
72634,0,185,5,1855
69015,0,184,5,1845
70428,0,205,1,2051
66878,1,211,2,2112
31512,0,203,1,2031
39507,0,200,1,2001
39641,0,214,9,2149
85052,1,184,8,1848
142173,0,192,1,1921
110214,1,214,2,2142
122236,1,213,2,2132
116710,0,181,5,1815
57765,0,182,5,1825
145893,0,203,1,2031
139736,0,189,5,1895
118816,1,192,8,1928
29369,1,189,8,1898
26942,0,187,5,1875
15045,1,200,8,2008
6497,0,188,5,1885
135357,0,192,1,1921
33823,0,193,1,1931
140570,0,192,1,1921
132841,0,191,5,1915
93983,0,194,1,1941
81301,0,209,1,2091
22332,0,207,1,2071
25190,1,212,2,2122
47819,0,190,5,1905
82914,1,210,2,2102
117071,1,218,2,2182
1654,0,185,5,1855
74747,0,196,1,1961
60478,1,212,2,2122
122505,1,200,8,2008
109906,1,183,8,1838
62648,1,189,8,1898
52921,0,219,9,2199
90153,0,212,9,2129
91139,1,191,8,1918
22096,0,184,5,1845
17528,0,208,1,2081
132428,0,189,5,1895
90028,1,200,8,2008
67948,0,197,1,1971
122371,0,186,5,1865
113761,0,207,1,2071
35761,1,187,8,1878
60221,0,187,5,1875
139518,0,207,1,2071
46585,0,186,5,1865
92721,0,189,5,1895
146080,0,181,5,1815
10727,0,210,1,2101
37957,0,206,1,2061
20168,0,191,5,1915
24341,0,208,1,2081
27176,0,210,1,2101
65175,0,201,1,2011
143496,0,204,1,2041
113573,0,189,5,1895
81613,0,201,1,2011
25560,0,209,1,2091
112400,1,192,8,1928
94609,0,217,9,2179
12654,0,202,1,2021
136558,0,192,1,1921
106220,1,215,2,2152
20777,0,212,9,2129
48942,1,182,8,1828
10905,0,187,5,1875
66519,0,215,9,2159
92421,0,199,1,1991
37198,0,210,1,2101
104598,0,213,9,2139
75716,1,212,2,2122
34244,0,195,1,1951
87830,0,181,5,1815
41191,0,208,1,2081
137240,0,180,5,1805
87307,0,209,1,2091
76962,0,217,9,2179
97485,0,184,5,1845
10199,0,197,1,1971
115794,0,210,1,2101
35510,0,202,1,2021
114985,0,209,1,2091
12748,0,211,9,2119
21160,1,210,2,2102
92614,1,218,2,2182
5257,1,184,8,1848
125032,0,212,9,2129
8494,0,187,5,1875
68542,1,217,2,2172
77329,0,213,9,2139
67691,0,212,9,2129
127086,0,217,9,2179
52534,0,180,5,1805
30630,0,195,1,1951
40577,1,187,8,1878
67156,0,198,1,1981
30177,0,190,5,1905
65418,0,185,5,1855
75291,1,210,2,2102
87193,1,197,8,1978
121142,1,184,8,1848
53243,0,211,9,2119
51486,0,195,1,1951
102606,0,215,9,2159
52165,0,183,5,1835
138407,0,216,9,2169
74628,0,184,5,1845
100101,1,205,8,2058
23906,0,204,1,2041
102598,0,214,9,2149
5295,0,188,5,1885
23269,0,181,5,1815
103721,0,206,1,2061
58918,1,217,2,2172
126195,0,208,1,2081
107894,0,182,5,1825
80837,1,203,8,2038
71399,0,182,5,1825
19738,0,188,5,1885
9859,0,203,1,2031
114519,0,203,1,2031
25075,0,201,1,2011
1916,1,211,2,2112
55441,0,190,5,1905
19400,1,195,8,1958
109993,0,191,5,1915
146015,0,215,9,2159
74307,0,192,1,1921
83639,0,203,1,2031
110107,0,203,1,2031
103589,0,193,1,1931
74947,0,216,9,2169
129224,0,190,5,1905
46501,0,218,9,2189
102914,0,205,1,2051
58506,0,216,9,2169
17057,0,201,1,2011
46166,0,185,5,1855
29160,1,208,2,2082
114928,0,204,1,2041
35830,0,194,1,1941
73183,0,200,1,2001
108427,0,195,1,1951
117074,0,218,9,2189
55174,0,203,1,2031
104529,0,206,1,2061
1600,0,219,9,2199
46113,0,219,9,2199
130580,0,205,1,2051
125400,1,208,2,2082
26809,0,214,9,2149
64798,0,203,1,2031
93558,0,192,1,1921
81566,0,196,1,1961
24460,0,220,9,2209
54940,0,180,5,1805
52842,0,211,9,2119
21198,0,214,9,2149
97573,0,193,1,1931
34381,1,209,2,2092
54650,0,191,5,1915
80034,0,203,1,2031
39122,0,202,1,2021
114006,0,192,1,1921
48205,0,188,5,1885
120932,0,203,1,2031
100110,0,206,1,2061
32198,0,191,5,1915
138808,0,216,9,2169
67469,0,190,5,1905
42508,0,180,5,1805
5638,1,182,8,1828
137903,0,206,1,2061
137376,0,193,1,1931
5338,0,192,1,1921
29714,1,184,8,1848
18566,1,192,8,1928
77446,0,185,5,1855
32106,0,182,5,1825
142408,0,215,9,2159
78088,0,209,1,2091
9074,1,205,8,2058
77300,1,210,2,2102
84338,1,192,8,1928
121998,0,189,5,1895
105859,1,219,2,2192
77844,0,185,5,1855
38715,0,201,1,2011
59249,0,210,1,2101
134963,0,202,1,2021
108924,0,205,1,2051
81006,1,180,8,1808
92384,0,195,1,1951
55575,0,203,1,2031
75560,1,197,8,1978
51406,0,187,5,1875
44340,0,203,1,2031
75534,0,194,1,1941
105898,0,183,5,1835
79426,1,182,8,1828
117645,1,195,8,1958
92535,0,210,1,2101
38920,0,182,5,1825
116035,0,194,1,1941
18615,0,196,1,1961
7298,1,188,8,1888
70812,1,203,8,2038
112056,0,197,1,1971
105527,1,186,8,1868
10904,0,187,5,1875
99691,0,204,1,2041
121583,1,188,8,1888
130285,0,216,9,2169
64844,0,208,1,2081
76131,0,214,9,2149
58456,0,211,9,2119
140642,0,199,1,1991
50068,1,214,2,2142
36445,0,215,9,2159
19256,1,180,8,1808
56616,0,187,5,1875
103116,0,185,5,1855
23572,0,211,9,2119
78883,0,208,1,2081
5889,0,207,1,2071
11390,0,196,1,1961
2549,0,194,1,1941
46265,0,195,1,1951
8467,0,184,5,1845
127637,0,191,5,1915
23486,1,202,8,2028
91314,0,208,1,2081
21418,0,196,1,1961
115007,0,212,9,2129
16651,0,201,1,2011
83122,0,191,5,1915
41894,0,199,1,1991
81564,0,196,1,1961
61344,1,219,2,2192
1696,1,189,8,1898
120845,1,194,8,1948
94370,0,193,1,1931
56349,0,200,1,2001
14450,0,181,5,1815
4235,0,202,1,2021
21308,0,185,5,1855
77924,0,193,1,1931
84151,0,214,9,2149
35552,1,206,8,2068
135510,1,207,2,2072
34019,0,213,9,2139
9987,0,216,9,2169
27134,0,206,1,2061
134059,0,192,1,1921
129007,0,208,1,2081
116511,0,202,1,2021
78253,0,185,5,1855
9456,0,203,1,2031
83971,0,196,1,1961
59308,0,216,9,2169
56781,1,204,8,2048
132464,0,193,1,1931
109513,1,184,8,1848
50408,0,208,1,2081
65012,0,185,5,1855
130828,0,190,5,1905
57130,1,198,8,1988
99690,0,204,1,2041
121060,0,215,9,2159
7872,0,205,1,2051
98896,0,205,1,2051
140389,0,214,9,2149
69002,0,183,5,1835
103212,0,195,1,1951
40496,1,219,2,2192
11233,0,180,5,1805
129736,0,201,1,2011
70109,0,213,9,2139
43638,0,213,9,2139
45708,0,219,9,2199
92182,0,215,9,2159
55223,0,208,1,2081
106102,0,203,1,2031
88184,0,216,9,2169
48896,0,217,9,2179
116004,0,191,5,1915
116461,0,197,1,1971
56962,1,182,8,1828
8685,1,206,8,2068
132676,0,214,9,2149
72426,0,204,1,2041
40791,0,209,1,2091
61117,0,196,1,1961
2422,1,181,8,1818
44868,0,215,9,2159
10512,0,188,5,1885
67940,0,197,1,1971
142263,1,201,8,2018
35522,0,203,1,2031
69605,1,203,8,2038
143531,0,207,1,2071
64108,0,214,9,2149
41811,0,190,5,1905
131865,0,213,9,2139
108621,0,215,9,2159
111715,0,203,1,2031
81617,0,201,1,2011
133313,0,198,1,1981
106664,0,219,9,2199
143697,0,184,5,1845
17196,0,215,9,2159
14914,0,187,5,1875
96003,1,196,8,1968
95195,0,195,1,1951
96623,0,218,9,2189
99261,0,201,1,2011
124835,1,192,8,1928
71729,0,215,9,2159
51946,0,201,1,2011
115755,0,206,1,2061
54088,0,215,9,2159
93128,1,189,8,1898
143845,0,199,1,1991
83691,0,208,1,2081
70998,0,182,5,1825
120116,0,201,1,2011
85809,1,219,2,2192
125664,0,195,1,1951
65111,0,194,1,1941
55623,0,208,1,2081
61592,0,203,1,2031
81995,0,199,1,1991
121900,0,219,9,2199
113268,0,198,1,1981
98146,0,210,1,2101
68246,1,187,8,1878
105076,0,181,5,1815
106994,1,212,2,2122
22678,0,202,1,2021
77580,0,198,1,1981
134867,0,193,1,1931
73498,0,191,5,1915
121201,0,189,5,1895
143924,0,206,1,2061
50613,0,188,5,1885
6196,0,198,1,1981
113898,0,181,5,1815
10136,0,191,5,1915
53171,0,203,1,2031
9594,0,217,9,2179
80765,1,196,8,1968
63632,0,207,1,2071
61603,0,205,1,2051
41787,0,188,5,1885
56468,1,212,2,2122
48880,0,215,9,2159
39967,1,206,8,2068
16051,0,181,5,1815
51970,0,204,1,2041
127023,0,210,1,2101
74792,0,200,1,2001
58992,0,184,5,1845
118682,0,218,9,2189
120904,0,200,1,2001
7129,1,211,2,2112
135038,0,210,1,2101
70777,0,200,1,2001
30062,1,218,2,2182
111701,0,202,1,2021
86840,1,202,8,2028
18845,0,219,9,2199
40897,1,219,2,2192
103735,0,207,1,2071
137368,0,192,1,1921
75619,0,203,1,2031
95366,0,212,9,2129
34880,0,219,9,2199
103414,0,215,9,2159
43493,0,198,1,1981
81821,0,181,5,1815
36685,0,199,1,1991
18825,0,217,9,2179
127817,0,209,1,2091
12321,0,209,1,2091
139665,1,182,8,1828
79307,0,211,9,2119
25519,1,205,8,2058
85973,0,195,1,1951
124335,0,182,5,1825
62642,0,188,5,1885
54780,1,204,8,2048
90242,0,181,5,1815
119123,0,182,5,1825
84090,0,208,1,2081
73031,0,184,5,1845
103767,0,210,1,2101
67671,0,210,1,2101
90729,0,190,5,1905
38882,0,218,9,2189
12472,0,184,5,1845
108841,0,197,1,1971
8049,0,182,5,1825
120577,0,207,1,2071
58600,0,185,5,1855
99043,0,219,9,2199
14530,0,189,5,1895
145464,0,200,1,2001
16668,0,202,1,2021
124455,0,194,1,1941
69397,1,182,8,1828
141662,1,181,8,1818
143890,0,203,1,2031
92645,0,181,5,1815
142199,1,194,8,1948
96847,0,200,1,2001
42931,1,182,8,1828
91448,1,182,8,1828
96577,0,213,9,2139
106777,0,191,5,1915
112247,1,216,2,2162
111061,0,218,9,2189
6367,1,215,2,2152
16118,0,187,5,1875
55909,0,197,1,1971
134830,0,189,5,1895
47205,1,208,2,2082
142951,0,189,5,1895
108747,1,187,8,1878
5364,0,195,1,1951
19496,1,204,8,2048
19518,0,207,1,2071
48886,0,216,9,2169
74232,0,184,5,1845
73944,1,196,8,1968
11026,0,199,1,1991
49272,0,215,9,2159
43810,0,190,5,1905
132165,1,203,8,2038
74592,0,180,5,1805
30316,0,204,1,2041
112322,0,184,5,1845
86629,0,181,5,1815
49136,0,201,1,2011
37233,0,214,9,2149
15382,1,194,8,1948
64636,0,187,5,1875
137099,0,206,1,2061
68154,0,218,9,2189
103616,0,195,1,1951
97838,0,219,9,2199
53258,0,212,9,2129
128757,1,183,8,1838
130754,1,182,8,1828
118595,0,210,1,2101
132803,1,187,8,1878
78100,0,210,1,2101
1655,0,185,5,1855
60315,0,196,1,1961
142607,0,195,1,1951
70884,1,210,2,2102
119554,1,185,8,1858
136211,0,197,1,1971
27037,0,197,1,1971
1439,1,203,8,2038
72164,0,218,9,2189
70447,1,207,2,2072
112431,0,195,1,1951
61755,0,180,5,1805
39229,1,213,2,2132
32946,1,186,8,1868
122908,0,200,1,2001
111932,0,185,5,1855
10579,0,195,1,1951
25673,0,180,5,1805
105458,1,219,2,2192
80216,1,181,8,1818
37269,0,217,9,2179
65033,0,187,5,1875
86532,0,211,9,2119
112521,0,204,1,2041
116492,0,200,1,2001
6689,0,207,1,2071
8845,0,182,5,1825
56379,0,203,1,2031
93825,1,219,2,2192
75787,0,219,9,2199
2618,1,201,8,2018
36636,0,194,1,1941
89795,1,217,2,2172
77907,0,191,5,1915
18344,0,209,1,2091
71890,0,191,5,1915
16742,0,210,1,2101
7890,0,207,1,2071
13680,0,184,5,1845
25426,0,196,1,1961
72960,0,217,9,2179
12018,0,218,9,2189
13640,0,180,5,1805
13329,1,189,8,1898
120310,0,181,5,1815
108484,0,201,1,2011
77602,0,200,1,2001
83504,1,189,8,1898
118820,1,192,8,1928
61978,1,202,8,2028
37144,1,205,8,2058
26206,0,194,1,1941
3918,0,210,1,2101
29130,0,205,1,2051
23858,0,199,1,1991
76870,0,207,1,2071
92731,0,190,5,1905
87977,0,195,1,1951
121041,1,214,2,2142
140953,0,190,5,1905
104961,0,210,1,2101
112142,0,206,1,2061
107974,0,190,5,1905
63131,0,197,1,1971
56063,1,212,2,2122
33968,1,208,2,2082
78067,0,207,1,2071
42390,0,208,1,2081
116254,0,216,9,2169
121447,0,214,9,2149
135680,0,184,5,1845
124560,0,205,1,2051
25396,0,193,1,1931
131030,1,210,2,2102
76676,0,188,5,1885
16837,1,219,2,2192
71047,0,187,5,1875
118227,0,213,9,2139
45522,0,200,1,2001
145628,0,216,9,2169
62486,0,213,9,2139
47290,0,217,9,2179
12252,0,202,1,2021
66244,0,187,5,1875
34034,0,215,9,2159
130023,0,189,5,1895
53789,0,185,5,1855
45138,0,202,1,2021
138388,0,214,9,2149
23532,0,207,1,2071
64656,0,189,5,1895
87088,0,187,5,1875
54454,0,211,9,2119
130955,0,202,1,2021
7160,0,214,9,2149
112785,1,190,8,1908
23421,0,196,1,1961
85439,0,182,5,1825
47636,0,211,9,2119
57059,0,191,5,1915
133884,0,215,9,2159
120039,1,194,8,1948
81673,0,207,1,2071
51563,0,203,1,2031
144100,1,184,8,1848
29198,0,212,9,2129
97257,0,201,1,2011
99363,1,211,2,2112
59322,0,217,9,2179
85177,0,196,1,1961
140386,1,214,2,2142
99346,0,209,1,2091
116019,0,193,1,1931
11141,0,211,9,2119
27413,0,194,1,1941
96497,0,205,1,2051
5014,0,200,1,2001
74561,1,217,2,2172
38043,0,214,9,2149
78706,0,191,5,1915
106076,1,201,8,2018
54717,0,198,1,1981
100487,0,203,1,2031
120671,0,217,9,2179
11217,0,219,9,2199
134130,1,199,8,1998
54647,0,191,5,1915
114165,0,208,1,2081
129949,0,182,5,1825
80908,0,210,1,2101
145821,0,196,1,1961
27408,1,194,8,1948
127402,0,208,1,2081
145899,0,203,1,2031
14298,0,206,1,2061
121421,0,211,9,2119
21292,0,183,5,1835
88070,0,205,1,2051
140330,1,208,2,2082
144256,1,200,8,2008
68051,0,208,1,2081
19760,0,191,5,1915
52950,0,181,5,1815
12509,0,187,5,1875
120747,0,184,5,1845
65669,0,210,1,2101
120530,0,203,1,2031
73033,0,185,5,1855
116642,1,215,2,2152
75065,0,187,5,1875
89293,0,207,1,2071
16810,0,216,9,2169
44609,0,189,5,1895
98216,1,217,2,2172
118381,0,188,5,1885
17172,0,213,9,2139
23526,1,206,8,2068
65435,1,187,8,1878
96613,0,217,9,2179
119523,0,182,5,1825
68715,1,194,8,1948
25928,1,206,8,2068
84136,0,212,9,2129
34699,0,201,1,2011
8234,0,201,1,2011
45424,0,191,5,1915
67208,0,204,1,2041
14112,0,187,5,1875
53602,0,206,1,2061
83909,0,190,5,1905
2075,0,187,5,1875
75748,1,216,2,2162
95712,0,207,1,2071
145096,0,203,1,2031
67622,0,205,1,2051
12912,1,188,8,1888
98430,0,198,1,1981
22895,0,183,5,1835
130097,0,197,1,1971
21285,1,183,8,1838
48179,0,185,5,1855
2689,0,208,1,2081
58534,0,218,9,2189
89865,0,184,5,1845
4739,1,212,2,2122
115524,1,183,8,1838
122389,1,188,8,1888
27492,1,202,8,2028
86897,0,208,1,2081
63752,0,219,9,2199
136567,0,193,1,1931
71695,0,211,9,2119
144544,0,188,5,1885
30783,0,210,1,2101
139162,0,211,9,2119
98850,1,200,8,2008
41625,0,212,9,2129
124977,0,206,1,2061
22932,0,187,5,1875
127593,0,187,5,1875
142204,0,195,1,1951
5720,0,190,5,1905
64031,1,207,2,2072
48428,1,210,2,2102
106525,1,206,8,2068
102045,0,199,1,1991
34884,0,219,9,2199
5841,0,202,1,2021
74377,1,199,8,1998
131510,0,218,9,2189
68146,0,217,9,2179
123388,0,208,1,2081
70979,0,180,5,1805
9315,1,189,8,1898
120347,0,184,5,1845
132392,0,186,5,1865
100139,0,209,1,2091
67543,0,197,1,1971
113312,0,203,1,2031
113396,0,211,9,2119
72036,0,205,1,2051
113222,1,194,8,1948
50747,0,202,1,2021
23559,0,210,1,2101
15541,0,210,1,2101
118326,0,183,5,1835
84321,0,191,5,1915
44664,0,195,1,1951
7008,0,199,1,1991
135395,0,196,1,1961
90766,1,194,8,1948
26059,0,219,9,2199
133640,0,190,5,1905
33866,0,198,1,1981
88536,1,211,2,2112
7519,0,210,1,2101
67954,0,198,1,1981
67713,0,214,9,2149
109378,0,210,1,2101
11251,0,182,5,1825
89305,0,208,1,2081
63411,0,185,5,1855
88043,1,202,8,2028
10746,1,212,2,2122
41271,0,216,9,2169
85275,0,206,1,2061
135063,0,212,9,2129
29981,0,210,1,2101
134263,0,212,9,2129
43403,0,189,5,1895
73902,0,191,5,1915
121992,1,188,8,1888
115658,0,197,1,1971
12066,1,183,8,1838
106062,0,199,1,1991
114926,1,204,8,2048
63733,0,217,9,2179
24197,0,193,1,1931
84165,1,215,2,2152
41,0,184,5,1845
102576,0,212,9,2129
124234,0,212,9,2129
26119,0,185,5,1855
9006,1,198,8,1988
37911,0,201,1,2011
3681,1,187,8,1878
30371,1,209,2,2092
87405,1,218,2,2182
100395,0,194,1,1941
9046,1,202,8,2028
135321,0,188,5,1885
95753,0,211,9,2119
122584,0,207,1,2071
30514,0,183,5,1835
28589,0,191,5,1915
51604,1,207,2,2072
23344,0,188,5,1885
49505,0,198,1,1981
58587,0,184,5,1845
109912,0,183,5,1835
59461,0,191,5,1915
77000,1,180,8,1808
5227,0,181,5,1815
100414,1,196,8,1968
42240,0,193,1,1931
143430,1,197,8,1978
66702,1,193,8,1938
76936,0,214,9,2149
51582,0,205,1,2051
58693,0,194,1,1941
131183,1,185,8,1858
87329,1,211,2,2112
53491,0,195,1,1951
119522,1,182,8,1828
30989,1,191,8,1918
85629,1,201,8,2018
38197,0,190,5,1905
105779,1,211,2,2112
114779,0,189,5,1895
135443,0,200,1,2001
11346,0,191,5,1915
66395,0,203,1,2031
117078,0,218,9,2189
47385,0,186,5,1865
63458,0,190,5,1905
89474,0,185,5,1855
135744,0,190,5,1905
78727,0,193,1,1931
89189,0,196,1,1961
52977,0,184,5,1845
41924,1,202,8,2028
97324,0,208,1,2081
105014,0,215,9,2159
68617,0,184,5,1845
117166,0,187,5,1875
74832,0,204,1,2041
52697,0,196,1,1961
141822,1,197,8,1978
97801,0,215,9,2159
75296,0,210,1,2101
16434,0,219,9,2199
35547,0,205,1,2051
120122,0,202,1,2021
52901,0,217,9,2179
108905,0,203,1,2031
75128,0,194,1,1941
102740,1,188,8,1888
136765,1,212,2,2122
108069,1,200,8,2008
107144,0,187,5,1875
14561,0,192,1,1921
120339,0,183,5,1835
131754,0,202,1,2021
139799,0,195,1,1951
122161,0,205,1,2051
60960,1,180,8,1808
136958,1,192,8,1928
3661,1,185,8,1858
131789,0,206,1,2061
146405,1,214,2,2142
82139,0,213,9,2139
138668,0,202,1,2021
1139,0,213,9,2139
134851,0,191,5,1915
124630,1,212,2,2122
33949,0,206,1,2061
29996,0,212,9,2129
78474,0,207,1,2071
138403,0,216,9,2169
27956,0,208,1,2081
53090,0,195,1,1951
65280,0,211,9,2119
15035,0,199,1,1991
33726,0,184,5,1845
20433,0,218,9,2189
123830,0,212,9,2129
64974,1,181,8,1818
93812,0,217,9,2179
127508,0,219,9,2199
66820,0,205,1,2051
99842,0,219,9,2199
40874,0,217,9,2179
94672,1,183,8,1838
43635,0,212,9,2129
108283,0,181,5,1815
99121,0,187,5,1875
62808,1,205,8,2058
83722,0,211,9,2119
146312,0,205,1,2051
111549,0,187,5,1875
37067,0,197,1,1971
3263,0,185,5,1855
50686,1,196,8,1968
105478,0,181,5,1815
59030,0,188,5,1885
81455,1,185,8,1858
132671,0,214,9,2149
14241,0,200,1,2001
29863,0,198,1,1981
132072,0,194,1,1941
53657,1,212,2,2122
73476,0,189,5,1895
25554,0,209,1,2091
95404,0,216,9,2169
98297,1,185,8,1858
5283,0,187,5,1875
140592,0,194,1,1941
40887,0,218,9,2189
61489,1,193,8,1938
78707,0,191,5,1915
40140,1,184,8,1848
106289,1,182,8,1828
78747,0,195,1,1951
80853,1,205,8,2058
109787,0,211,9,2119
138208,0,196,1,1961
12201,0,197,1,1971
44326,1,201,8,2018
47728,0,180,5,1805
52002,0,207,1,2071
138321,1,208,2,2082
133450,0,211,9,2119
69130,0,195,1,1951
38662,0,196,1,1961
106885,0,201,1,2011
111539,0,186,5,1865
115030,1,214,2,2142
114330,0,184,5,1845
85754,0,214,9,2149
19203,1,215,2,2152
129546,0,182,5,1825
56500,1,216,2,2162
31446,1,196,8,1968
75302,0,211,9,2119
141449,1,200,8,2008
81188,0,198,1,1981
27056,0,198,1,1981
13762,1,192,8,1928
37773,0,187,5,1875
42430,0,212,9,2129
139717,1,187,8,1878
36463,0,217,9,2179
24942,1,188,8,1888
39506,1,200,8,2008
3742,0,193,1,1931
36320,0,203,1,2031
117001,0,211,9,2119
92595,0,216,9,2169
48299,0,197,1,1971
112879,0,199,1,1991
12433,0,180,5,1805
115610,0,192,1,1921
1942,0,213,9,2139
2334,0,212,9,2129
43239,1,213,2,2132
135159,1,189,8,1898
137548,0,210,1,2101
10247,0,202,1,2021
120389,0,188,5,1885
51514,0,198,1,1981
45706,0,219,9,2199
70802,0,202,1,2021
91647,0,201,1,2011
7794,0,197,1,1971
46386,0,207,1,2071
55482,1,194,8,1948
82302,0,189,5,1895
76037,1,204,8,2048
127603,0,188,5,1885
18630,1,198,8,1988
134709,0,217,9,2179
74165,0,218,9,2189
130758,1,183,8,1838
24083,0,182,5,1825
135924,0,208,1,2081
5341,1,192,8,1928
19804,0,195,1,1951
106342,0,187,5,1875
95784,0,214,9,2149
42466,0,216,9,2169
53650,0,211,9,2119
14699,0,206,1,2061
26553,0,188,5,1885
57408,0,186,5,1865
62964,0,180,5,1805
60575,1,182,8,1828
106492,0,202,1,2021
96199,1,216,2,2162
65848,1,188,8,1888
67754,0,218,9,2189
60015,0,206,1,2061
137382,0,194,1,1941
61790,1,183,8,1838
7503,0,208,1,2081
15399,0,196,1,1961
120917,1,201,8,2018
62841,0,208,1,2081
117210,0,191,5,1915
30122,0,184,5,1845
127092,1,217,2,2172
32049,0,217,9,2179
24853,1,219,2,2192
44186,1,187,8,1878
75211,1,202,8,2028
140994,0,194,1,1941
43846,0,193,1,1931
142383,1,213,2,2132
20028,0,217,9,2179
78749,0,195,1,1951
135127,0,219,9,2199
142705,0,205,1,2051
11134,0,210,1,2101
13244,0,181,5,1815
101707,0,205,1,2051
118337,0,184,5,1845
115792,1,210,2,2102
20119,0,186,5,1865
91205,0,197,1,1971
7235,0,181,5,1815
25424,0,196,1,1961
77990,1,199,8,1998
134095,0,196,1,1961
1119,0,211,9,2119
72086,0,210,1,2101
81049,0,184,5,1845
98944,0,209,1,2091
4886,0,187,5,1875
32887,0,180,5,1805
8324,1,210,2,2102
31317,0,183,5,1835
118138,1,204,8,2048
33440,0,195,1,1951
47639,0,212,9,2129
74195,0,181,5,1815
130824,0,189,5,1895
68351,0,198,1,1981
111184,0,190,5,1905
40700,0,199,1,1991
110425,0,195,1,1951
141544,0,209,1,2091
115451,1,216,2,2162
80990,0,218,9,2189
15227,0,219,9,2199
16663,0,202,1,2021
140837,0,219,9,2199
74510,0,212,9,2129
126046,1,193,8,1938
117748,0,205,1,2051
49778,0,185,5,1855
120773,1,187,8,1878
33865,0,198,1,1981
103326,0,206,1,2061
123741,0,203,1,2031
81576,0,197,1,1971
45052,1,194,8,1948
12131,0,190,5,1905
111610,1,193,8,1938
77965,0,197,1,1971
97790,0,214,9,2149
45596,0,208,1,2081
29636,0,216,9,2169
105742,0,207,1,2071
92416,0,198,1,1981
83468,1,186,8,1868
59211,1,206,8,2068
9543,1,212,2,2122
130047,0,192,1,1921
12974,0,194,1,1941
130832,0,190,5,1905
133992,0,185,5,1855
28208,0,193,1,1931
43210,0,210,1,2101
131958,0,182,5,1825
133725,1,199,8,1998
101646,0,199,1,1991
48017,0,209,1,2091
30509,0,183,5,1835
13223,0,219,9,2199
60299,0,194,1,1941
26969,0,190,5,1905
66841,0,207,1,2071
73711,1,212,2,2122
42991,1,188,8,1888
11307,0,187,5,1875
12155,0,192,1,1921
55592,0,205,1,2051
87879,1,186,8,1868
123264,0,195,1,1951
135039,0,210,1,2101
74172,1,218,2,2182
98281,1,183,8,1838
21908,0,205,1,2051
58589,0,184,5,1845
30532,1,185,8,1858
93639,0,200,1,2001
27907,0,203,1,2031
58839,0,209,1,2091
73479,1,189,8,1898
48732,0,201,1,2011
123669,0,196,1,1961
41273,0,217,9,2179
64184,1,182,8,1828
127199,0,188,5,1885
115208,0,192,1,1921
45859,0,194,1,1941
63258,0,210,1,2101
143467,0,201,1,2011
82256,0,185,5,1855
8562,0,194,1,1941
33623,1,214,2,2142
