,leap_year_condition,decade,decade4,predicted_year_digit,predicted_year
23256,0,219,1,7,2197
109493,1,182,0,8,1828
111126,0,184,0,6,1846
108296,0,182,0,6,1826
72563,0,218,0,6,2186
75041,0,185,1,9,1859
104809,1,194,0,8,1948
5288,0,187,1,9,1879
82098,0,209,1,7,2097
81376,0,217,1,7,2177
120861,1,196,0,8,1968
11621,0,219,1,7,2197
129419,0,209,1,7,2097
107020,0,215,1,7,2157
623,0,202,0,6,2026
59534,0,198,0,6,1986
84975,1,216,0,8,2168
6991,0,197,1,7,1977
142963,0,191,1,9,1919
118152,0,205,1,7,2057
95038,0,180,0,6,1806
78877,0,208,0,6,2086
146087,0,182,0,6,1826
71304,0,212,0,6,2126
142043,0,219,1,7,2197
81625,0,202,0,6,2026
70020,0,204,0,6,2046
102427,1,197,1,2,1972
1428,0,202,0,6,2026
18940,0,189,1,9,1899
54773,0,203,1,7,2037
27681,1,181,1,2,1812
133940,0,180,0,6,1806
83726,0,211,1,7,2117
59081,0,193,1,7,1937
11370,0,194,0,6,1946
44594,0,188,0,6,1886
49780,1,185,1,2,1852
70079,0,210,0,6,2106
131343,1,201,1,2,2012
121382,1,208,0,8,2088
41569,0,206,0,6,2066
101501,1,184,0,8,1848
51143,1,201,1,2,2012
110403,1,192,0,8,1928
77930,1,193,1,2,1932
4731,1,212,0,8,2128
698,0,209,1,7,2097
133153,0,182,0,6,1826
11821,1,199,1,2,1992
16465,1,182,0,8,1828
38609,0,191,1,9,1919
87531,0,191,1,9,1919
65509,0,194,0,6,1946
137674,0,183,1,9,1839
91181,0,195,1,7,1957
52790,0,205,1,7,2057
17873,0,202,0,6,2026
80901,0,210,0,6,2106
8264,1,204,0,8,2048
104333,0,187,1,9,1879
50061,0,213,1,7,2137
128696,1,217,1,2,2172
46157,0,184,0,6,1846
120246,0,214,0,6,2146
128225,0,210,0,6,2106
6172,0,195,1,7,1957
118518,0,202,0,6,2026
98273,1,182,0,8,1828
102198,1,214,0,8,2148
24449,0,218,0,6,2186
129226,1,190,0,8,1908
13723,0,188,0,6,1886
36832,0,214,0,6,2146
93039,0,180,0,6,1806
54754,0,201,1,7,2017
104720,0,185,1,9,1859
30541,0,186,0,6,1866
24554,0,189,1,9,1899
119305,1,200,0,8,2008
43440,1,193,1,2,1932
123940,0,183,1,9,1839
22523,0,186,0,6,1866
9045,0,202,0,6,2026
32256,1,197,1,2,1972
66677,0,191,1,9,1919
36761,0,207,1,7,2077
98160,1,211,1,2,2112
81200,0,199,1,7,1997
106279,0,181,1,9,1819
65000,0,183,1,9,1839
100155,0,210,0,6,2106
125876,0,216,0,6,2166
10743,0,211,1,7,2117
24481,1,182,0,8,1828
37423,0,193,1,7,1937
25404,0,194,0,6,1946
56675,0,193,1,7,1937
60603,1,185,1,2,1852
6461,0,184,0,6,1846
47818,0,189,1,9,1899
85105,0,189,1,9,1899
65069,0,190,0,6,1906
101786,0,213,1,7,2137
122483,0,197,1,7,1977
101019,1,216,0,8,2168
57692,0,214,0,6,2146
31234,0,215,1,7,2157
28529,0,185,1,9,1859
121418,1,211,1,2,2112
9929,0,210,0,6,2106
27617,0,214,0,6,2146
24846,0,218,0,6,2186
109193,0,192,0,6,1926
74819,0,203,1,7,2037
144,1,194,0,8,1948
18156,0,191,1,9,1919
66699,0,193,1,7,1937
118099,0,200,0,6,2006
105834,0,217,1,7,2177
238,0,203,1,7,2037
143109,1,205,1,2,2052
22886,0,182,0,6,1826
90606,0,218,0,6,2186
94634,0,219,1,7,2197
123712,1,200,0,8,2008
22150,0,189,1,9,1899
57952,1,200,0,8,2008
71656,0,207,1,7,2077
75272,0,208,0,6,2086
126508,0,199,1,7,1997
93723,0,209,1,7,2097
68268,0,189,1,9,1899
131578,0,185,1,9,1859
127555,0,183,1,9,1839
33100,0,201,1,7,2017
109519,0,184,0,6,1846
62916,1,216,0,8,2168
116031,0,194,0,6,1946
55166,0,202,0,6,2026
89854,0,183,1,9,1839
62359,1,200,0,8,2008
15083,0,204,0,6,2046
6388,0,217,1,7,2177
130748,0,182,0,6,1826
61037,0,188,0,6,1886
94907,0,207,1,7,2077
104963,0,210,0,6,2106
61975,0,202,0,6,2026
93282,0,205,1,7,2057
40340,1,204,0,8,2048
32449,0,216,0,6,2166
146286,0,202,0,6,2026
90160,1,213,1,2,2132
59087,1,194,0,8,1948
26618,1,195,1,2,1952
15833,0,199,1,7,1997
48595,0,187,1,9,1879
81223,0,202,0,6,2026
88391,0,197,1,7,1977
58613,0,186,0,6,1866
128132,0,201,1,7,2017
140544,0,189,1,9,1899
74084,0,210,0,6,2106
7602,1,218,0,8,2188
103390,0,213,1,7,2137
68858,0,208,0,6,2086
10274,0,204,0,6,2046
36357,0,206,0,6,2066
85495,0,188,0,6,1886
107253,0,198,0,6,1986
67329,0,216,0,6,2166
74788,0,200,0,6,2006
141260,0,181,1,9,1819
35388,0,190,0,6,1906
5723,0,190,0,6,1906
72701,1,192,0,8,1928
89844,1,182,0,8,1828
37078,0,198,0,6,1986
80648,0,184,0,6,1846
77254,0,206,0,6,2066
63605,0,204,0,6,2046
87723,0,210,0,6,2106
6758,0,214,0,6,2146
39984,0,208,0,6,2086
60750,0,199,1,7,1997
55936,0,199,1,7,1997
72634,0,185,1,9,1859
69015,0,184,0,6,1846
70428,0,205,1,7,2057
66878,1,211,1,2,2112
31512,0,203,1,7,2037
39507,0,200,0,6,2006
39641,0,214,0,6,2146
85052,1,184,0,8,1848
142173,0,192,0,6,1926
110214,1,214,0,8,2148
122236,1,213,1,2,2132
116710,0,181,1,9,1819
57765,0,182,0,6,1826
145893,0,203,1,7,2037
139736,0,189,1,9,1899
118816,1,192,0,8,1928
29369,1,189,1,2,1892
26942,0,187,1,9,1879
15045,1,200,0,8,2008
6497,0,188,0,6,1886
135357,0,192,0,6,1926
33823,0,193,1,7,1937
140570,0,192,0,6,1926
132841,0,191,1,9,1919
93983,0,194,0,6,1946
81301,0,209,1,7,2097
22332,0,207,1,7,2077
25190,1,212,0,8,2128
47819,0,190,0,6,1906
82914,1,210,0,8,2108
117071,1,218,0,8,2188
1654,0,185,1,9,1859
74747,0,196,0,6,1966
60478,1,212,0,8,2128
122505,1,200,0,8,2008
109906,1,183,1,2,1832
62648,1,189,1,2,1892
52921,0,219,1,7,2197
90153,0,212,0,6,2126
91139,1,191,1,2,1912
22096,0,184,0,6,1846
17528,0,208,0,6,2086
132428,0,189,1,9,1899
90028,1,200,0,8,2008
67948,0,197,1,7,1977
122371,0,186,0,6,1866
113761,0,207,1,7,2077
35761,1,187,1,2,1872
60221,0,187,1,9,1879
139518,0,207,1,7,2077
46585,0,186,0,6,1866
92721,0,189,1,9,1899
146080,0,181,1,9,1819
10727,0,210,0,6,2106
37957,0,206,0,6,2066
20168,0,191,1,9,1919
24341,0,208,0,6,2086
27176,0,210,0,6,2106
65175,0,201,1,7,2017
143496,0,204,0,6,2046
113573,0,189,1,9,1899
81613,0,201,1,7,2017
25560,0,209,1,7,2097
112400,1,192,0,8,1928
94609,0,217,1,7,2177
12654,0,202,0,6,2026
136558,0,192,0,6,1926
106220,1,215,1,2,2152
20777,0,212,0,6,2126
48942,1,182,0,8,1828
10905,0,187,1,9,1879
66519,0,215,1,7,2157
92421,0,199,1,7,1997
37198,0,210,0,6,2106
104598,0,213,1,7,2137
75716,1,212,0,8,2128
34244,0,195,1,7,1957
87830,0,181,1,9,1819
41191,0,208,0,6,2086
137240,0,180,0,6,1806
87307,0,209,1,7,2097
76962,0,217,1,7,2177
97485,0,184,0,6,1846
10199,0,197,1,7,1977
115794,0,210,0,6,2106
35510,0,202,0,6,2026
114985,0,209,1,7,2097
12748,0,211,1,7,2117
21160,1,210,0,8,2108
92614,1,218,0,8,2188
5257,1,184,0,8,1848
125032,0,212,0,6,2126
8494,0,187,1,9,1879
68542,1,217,1,2,2172
77329,0,213,1,7,2137
67691,0,212,0,6,2126
127086,0,217,1,7,2177
52534,0,180,0,6,1806
30630,0,195,1,7,1957
40577,1,187,1,2,1872
67156,0,198,0,6,1986
30177,0,190,0,6,1906
65418,0,185,1,9,1859
75291,1,210,0,8,2108
87193,1,197,1,2,1972
121142,1,184,0,8,1848
53243,0,211,1,7,2117
51486,0,195,1,7,1957
102606,0,215,1,7,2157
52165,0,183,1,9,1839
138407,0,216,0,6,2166
74628,0,184,0,6,1846
100101,1,205,1,2,2052
23906,0,204,0,6,2046
102598,0,214,0,6,2146
5295,0,188,0,6,1886
23269,0,181,1,9,1819
103721,0,206,0,6,2066
58918,1,217,1,2,2172
126195,0,208,0,6,2086
107894,0,182,0,6,1826
80837,1,203,1,2,2032
71399,0,182,0,6,1826
19738,0,188,0,6,1886
9859,0,203,1,7,2037
114519,0,203,1,7,2037
25075,0,201,1,7,2017
1916,1,211,1,2,2112
55441,0,190,0,6,1906
19400,1,195,1,2,1952
109993,0,191,1,9,1919
146015,0,215,1,7,2157
74307,0,192,0,6,1926
83639,0,203,1,7,2037
110107,0,203,1,7,2037
103589,0,193,1,7,1937
74947,0,216,0,6,2166
129224,0,190,0,6,1906
46501,0,218,0,6,2186
102914,0,205,1,7,2057
58506,0,216,0,6,2166
17057,0,201,1,7,2017
46166,0,185,1,9,1859
29160,1,208,0,8,2088
114928,0,204,0,6,2046
35830,0,194,0,6,1946
73183,0,200,0,6,2006
108427,0,195,1,7,1957
117074,0,218,0,6,2186
55174,0,203,1,7,2037
104529,0,206,0,6,2066
1600,0,219,1,7,2197
46113,0,219,1,7,2197
130580,0,205,1,7,2057
125400,1,208,0,8,2088
26809,0,214,0,6,2146
64798,0,203,1,7,2037
93558,0,192,0,6,1926
81566,0,196,0,6,1966
24460,0,220,0,6,2206
54940,0,180,0,6,1806
52842,0,211,1,7,2117
21198,0,214,0,6,2146
97573,0,193,1,7,1937
34381,1,209,1,2,2092
54650,0,191,1,9,1919
80034,0,203,1,7,2037
39122,0,202,0,6,2026
114006,0,192,0,6,1926
48205,0,188,0,6,1886
120932,0,203,1,7,2037
100110,0,206,0,6,2066
32198,0,191,1,9,1919
138808,0,216,0,6,2166
67469,0,190,0,6,1906
42508,0,180,0,6,1806
5638,1,182,0,8,1828
137903,0,206,0,6,2066
137376,0,193,1,7,1937
5338,0,192,0,6,1926
29714,1,184,0,8,1848
18566,1,192,0,8,1928
77446,0,185,1,9,1859
32106,0,182,0,6,1826
142408,0,215,1,7,2157
78088,0,209,1,7,2097
9074,1,205,1,2,2052
77300,1,210,0,8,2108
84338,1,192,0,8,1928
121998,0,189,1,9,1899
105859,1,219,1,2,2192
77844,0,185,1,9,1859
38715,0,201,1,7,2017
59249,0,210,0,6,2106
134963,0,202,0,6,2026
108924,0,205,1,7,2057
81006,1,180,0,8,1808
92384,0,195,1,7,1957
55575,0,203,1,7,2037
75560,1,197,1,2,1972
51406,0,187,1,9,1879
44340,0,203,1,7,2037
75534,0,194,0,6,1946
105898,0,183,1,9,1839
79426,1,182,0,8,1828
117645,1,195,1,2,1952
92535,0,210,0,6,2106
38920,0,182,0,6,1826
116035,0,194,0,6,1946
18615,0,196,0,6,1966
7298,1,188,0,8,1888
70812,1,203,1,2,2032
112056,0,197,1,7,1977
105527,1,186,0,8,1868
10904,0,187,1,9,1879
99691,0,204,0,6,2046
121583,1,188,0,8,1888
130285,0,216,0,6,2166
64844,0,208,0,6,2086
76131,0,214,0,6,2146
58456,0,211,1,7,2117
140642,0,199,1,7,1997
50068,1,214,0,8,2148
36445,0,215,1,7,2157
19256,1,180,0,8,1808
56616,0,187,1,9,1879
103116,0,185,1,9,1859
23572,0,211,1,7,2117
78883,0,208,0,6,2086
5889,0,207,1,7,2077
11390,0,196,0,6,1966
2549,0,194,0,6,1946
46265,0,195,1,7,1957
8467,0,184,0,6,1846
127637,0,191,1,9,1919
23486,1,202,0,8,2028
91314,0,208,0,6,2086
21418,0,196,0,6,1966
115007,0,212,0,6,2126
16651,0,201,1,7,2017
83122,0,191,1,9,1919
41894,0,199,1,7,1997
81564,0,196,0,6,1966
61344,1,219,1,2,2192
1696,1,189,1,2,1892
120845,1,194,0,8,1948
94370,0,193,1,7,1937
56349,0,200,0,6,2006
14450,0,181,1,9,1819
4235,0,202,0,6,2026
21308,0,185,1,9,1859
77924,0,193,1,7,1937
84151,0,214,0,6,2146
35552,1,206,0,8,2068
135510,1,207,1,2,2072
34019,0,213,1,7,2137
9987,0,216,0,6,2166
27134,0,206,0,6,2066
134059,0,192,0,6,1926
129007,0,208,0,6,2086
116511,0,202,0,6,2026
78253,0,185,1,9,1859
9456,0,203,1,7,2037
83971,0,196,0,6,1966
59308,0,216,0,6,2166
56781,1,204,0,8,2048
132464,0,193,1,7,1937
109513,1,184,0,8,1848
50408,0,208,0,6,2086
65012,0,185,1,9,1859
130828,0,190,0,6,1906
57130,1,198,0,8,1988
99690,0,204,0,6,2046
121060,0,215,1,7,2157
7872,0,205,1,7,2057
98896,0,205,1,7,2057
140389,0,214,0,6,2146
69002,0,183,1,9,1839
103212,0,195,1,7,1957
40496,1,219,1,2,2192
11233,0,180,0,6,1806
129736,0,201,1,7,2017
70109,0,213,1,7,2137
43638,0,213,1,7,2137
45708,0,219,1,7,2197
92182,0,215,1,7,2157
55223,0,208,0,6,2086
106102,0,203,1,7,2037
88184,0,216,0,6,2166
48896,0,217,1,7,2177
116004,0,191,1,9,1919
116461,0,197,1,7,1977
56962,1,182,0,8,1828
8685,1,206,0,8,2068
132676,0,214,0,6,2146
72426,0,204,0,6,2046
40791,0,209,1,7,2097
61117,0,196,0,6,1966
2422,1,181,1,2,1812
44868,0,215,1,7,2157
10512,0,188,0,6,1886
67940,0,197,1,7,1977
142263,1,201,1,2,2012
35522,0,203,1,7,2037
69605,1,203,1,2,2032
143531,0,207,1,7,2077
64108,0,214,0,6,2146
41811,0,190,0,6,1906
131865,0,213,1,7,2137
108621,0,215,1,7,2157
111715,0,203,1,7,2037
81617,0,201,1,7,2017
133313,0,198,0,6,1986
106664,0,219,1,7,2197
143697,0,184,0,6,1846
17196,0,215,1,7,2157
14914,0,187,1,9,1879
96003,1,196,0,8,1968
95195,0,195,1,7,1957
96623,0,218,0,6,2186
99261,0,201,1,7,2017
124835,1,192,0,8,1928
71729,0,215,1,7,2157
51946,0,201,1,7,2017
115755,0,206,0,6,2066
54088,0,215,1,7,2157
93128,1,189,1,2,1892
143845,0,199,1,7,1997
83691,0,208,0,6,2086
70998,0,182,0,6,1826
120116,0,201,1,7,2017
85809,1,219,1,2,2192
125664,0,195,1,7,1957
65111,0,194,0,6,1946
55623,0,208,0,6,2086
61592,0,203,1,7,2037
81995,0,199,1,7,1997
121900,0,219,1,7,2197
113268,0,198,0,6,1986
98146,0,210,0,6,2106
68246,1,187,1,2,1872
105076,0,181,1,9,1819
106994,1,212,0,8,2128
22678,0,202,0,6,2026
77580,0,198,0,6,1986
134867,0,193,1,7,1937
73498,0,191,1,9,1919
121201,0,189,1,9,1899
143924,0,206,0,6,2066
50613,0,188,0,6,1886
6196,0,198,0,6,1986
113898,0,181,1,9,1819
10136,0,191,1,9,1919
53171,0,203,1,7,2037
9594,0,217,1,7,2177
80765,1,196,0,8,1968
63632,0,207,1,7,2077
61603,0,205,1,7,2057
41787,0,188,0,6,1886
56468,1,212,0,8,2128
48880,0,215,1,7,2157
39967,1,206,0,8,2068
16051,0,181,1,9,1819
51970,0,204,0,6,2046
127023,0,210,0,6,2106
74792,0,200,0,6,2006
58992,0,184,0,6,1846
118682,0,218,0,6,2186
120904,0,200,0,6,2006
7129,1,211,1,2,2112
135038,0,210,0,6,2106
70777,0,200,0,6,2006
30062,1,218,0,8,2188
111701,0,202,0,6,2026
86840,1,202,0,8,2028
18845,0,219,1,7,2197
40897,1,219,1,2,2192
103735,0,207,1,7,2077
137368,0,192,0,6,1926
75619,0,203,1,7,2037
95366,0,212,0,6,2126
34880,0,219,1,7,2197
103414,0,215,1,7,2157
43493,0,198,0,6,1986
81821,0,181,1,9,1819
36685,0,199,1,7,1997
18825,0,217,1,7,2177
127817,0,209,1,7,2097
12321,0,209,1,7,2097
139665,1,182,0,8,1828
79307,0,211,1,7,2117
25519,1,205,1,2,2052
85973,0,195,1,7,1957
124335,0,182,0,6,1826
62642,0,188,0,6,1886
54780,1,204,0,8,2048
90242,0,181,1,9,1819
119123,0,182,0,6,1826
84090,0,208,0,6,2086
73031,0,184,0,6,1846
103767,0,210,0,6,2106
67671,0,210,0,6,2106
90729,0,190,0,6,1906
38882,0,218,0,6,2186
12472,0,184,0,6,1846
108841,0,197,1,7,1977
8049,0,182,0,6,1826
120577,0,207,1,7,2077
58600,0,185,1,9,1859
99043,0,219,1,7,2197
14530,0,189,1,9,1899
145464,0,200,0,6,2006
16668,0,202,0,6,2026
124455,0,194,0,6,1946
69397,1,182,0,8,1828
141662,1,181,1,2,1812
143890,0,203,1,7,2037
92645,0,181,1,9,1819
142199,1,194,0,8,1948
96847,0,200,0,6,2006
42931,1,182,0,8,1828
91448,1,182,0,8,1828
96577,0,213,1,7,2137
106777,0,191,1,9,1919
112247,1,216,0,8,2168
111061,0,218,0,6,2186
6367,1,215,1,2,2152
16118,0,187,1,9,1879
55909,0,197,1,7,1977
134830,0,189,1,9,1899
47205,1,208,0,8,2088
142951,0,189,1,9,1899
108747,1,187,1,2,1872
5364,0,195,1,7,1957
19496,1,204,0,8,2048
19518,0,207,1,7,2077
48886,0,216,0,6,2166
74232,0,184,0,6,1846
73944,1,196,0,8,1968
11026,0,199,1,7,1997
49272,0,215,1,7,2157
43810,0,190,0,6,1906
132165,1,203,1,2,2032
74592,0,180,0,6,1806
30316,0,204,0,6,2046
112322,0,184,0,6,1846
86629,0,181,1,9,1819
49136,0,201,1,7,2017
37233,0,214,0,6,2146
15382,1,194,0,8,1948
64636,0,187,1,9,1879
137099,0,206,0,6,2066
68154,0,218,0,6,2186
103616,0,195,1,7,1957
97838,0,219,1,7,2197
53258,0,212,0,6,2126
128757,1,183,1,2,1832
130754,1,182,0,8,1828
118595,0,210,0,6,2106
132803,1,187,1,2,1872
78100,0,210,0,6,2106
1655,0,185,1,9,1859
60315,0,196,0,6,1966
142607,0,195,1,7,1957
70884,1,210,0,8,2108
119554,1,185,1,2,1852
136211,0,197,1,7,1977
27037,0,197,1,7,1977
1439,1,203,1,2,2032
72164,0,218,0,6,2186
70447,1,207,1,2,2072
112431,0,195,1,7,1957
61755,0,180,0,6,1806
39229,1,213,1,2,2132
32946,1,186,0,8,1868
122908,0,200,0,6,2006
111932,0,185,1,9,1859
10579,0,195,1,7,1957
25673,0,180,0,6,1806
105458,1,219,1,2,2192
80216,1,181,1,2,1812
37269,0,217,1,7,2177
65033,0,187,1,9,1879
86532,0,211,1,7,2117
112521,0,204,0,6,2046
116492,0,200,0,6,2006
6689,0,207,1,7,2077
8845,0,182,0,6,1826
56379,0,203,1,7,2037
93825,1,219,1,2,2192
75787,0,219,1,7,2197
2618,1,201,1,2,2012
36636,0,194,0,6,1946
89795,1,217,1,2,2172
77907,0,191,1,9,1919
18344,0,209,1,7,2097
71890,0,191,1,9,1919
16742,0,210,0,6,2106
7890,0,207,1,7,2077
13680,0,184,0,6,1846
25426,0,196,0,6,1966
72960,0,217,1,7,2177
12018,0,218,0,6,2186
13640,0,180,0,6,1806
13329,1,189,1,2,1892
120310,0,181,1,9,1819
108484,0,201,1,7,2017
77602,0,200,0,6,2006
83504,1,189,1,2,1892
118820,1,192,0,8,1928
61978,1,202,0,8,2028
37144,1,205,1,2,2052
26206,0,194,0,6,1946
3918,0,210,0,6,2106
29130,0,205,1,7,2057
23858,0,199,1,7,1997
76870,0,207,1,7,2077
92731,0,190,0,6,1906
87977,0,195,1,7,1957
121041,1,214,0,8,2148
140953,0,190,0,6,1906
104961,0,210,0,6,2106
112142,0,206,0,6,2066
107974,0,190,0,6,1906
63131,0,197,1,7,1977
56063,1,212,0,8,2128
33968,1,208,0,8,2088
78067,0,207,1,7,2077
42390,0,208,0,6,2086
116254,0,216,0,6,2166
121447,0,214,0,6,2146
135680,0,184,0,6,1846
124560,0,205,1,7,2057
25396,0,193,1,7,1937
131030,1,210,0,8,2108
76676,0,188,0,6,1886
16837,1,219,1,2,2192
71047,0,187,1,9,1879
118227,0,213,1,7,2137
45522,0,200,0,6,2006
145628,0,216,0,6,2166
62486,0,213,1,7,2137
47290,0,217,1,7,2177
12252,0,202,0,6,2026
66244,0,187,1,9,1879
34034,0,215,1,7,2157
130023,0,189,1,9,1899
53789,0,185,1,9,1859
45138,0,202,0,6,2026
138388,0,214,0,6,2146
23532,0,207,1,7,2077
64656,0,189,1,9,1899
87088,0,187,1,9,1879
54454,0,211,1,7,2117
130955,0,202,0,6,2026
7160,0,214,0,6,2146
112785,1,190,0,8,1908
23421,0,196,0,6,1966
85439,0,182,0,6,1826
47636,0,211,1,7,2117
57059,0,191,1,9,1919
133884,0,215,1,7,2157
120039,1,194,0,8,1948
81673,0,207,1,7,2077
51563,0,203,1,7,2037
144100,1,184,0,8,1848
29198,0,212,0,6,2126
97257,0,201,1,7,2017
99363,1,211,1,2,2112
59322,0,217,1,7,2177
85177,0,196,0,6,1966
140386,1,214,0,8,2148
99346,0,209,1,7,2097
116019,0,193,1,7,1937
11141,0,211,1,7,2117
27413,0,194,0,6,1946
96497,0,205,1,7,2057
5014,0,200,0,6,2006
74561,1,217,1,2,2172
38043,0,214,0,6,2146
78706,0,191,1,9,1919
106076,1,201,1,2,2012
54717,0,198,0,6,1986
100487,0,203,1,7,2037
120671,0,217,1,7,2177
11217,0,219,1,7,2197
134130,1,199,1,2,1992
54647,0,191,1,9,1919
114165,0,208,0,6,2086
129949,0,182,0,6,1826
80908,0,210,0,6,2106
145821,0,196,0,6,1966
27408,1,194,0,8,1948
127402,0,208,0,6,2086
145899,0,203,1,7,2037
14298,0,206,0,6,2066
121421,0,211,1,7,2117
21292,0,183,1,9,1839
88070,0,205,1,7,2057
140330,1,208,0,8,2088
144256,1,200,0,8,2008
68051,0,208,0,6,2086
19760,0,191,1,9,1919
52950,0,181,1,9,1819
12509,0,187,1,9,1879
120747,0,184,0,6,1846
65669,0,210,0,6,2106
120530,0,203,1,7,2037
73033,0,185,1,9,1859
116642,1,215,1,2,2152
75065,0,187,1,9,1879
89293,0,207,1,7,2077
16810,0,216,0,6,2166
44609,0,189,1,9,1899
98216,1,217,1,2,2172
118381,0,188,0,6,1886
17172,0,213,1,7,2137
23526,1,206,0,8,2068
65435,1,187,1,2,1872
96613,0,217,1,7,2177
119523,0,182,0,6,1826
68715,1,194,0,8,1948
25928,1,206,0,8,2068
84136,0,212,0,6,2126
34699,0,201,1,7,2017
8234,0,201,1,7,2017
45424,0,191,1,9,1919
67208,0,204,0,6,2046
14112,0,187,1,9,1879
53602,0,206,0,6,2066
83909,0,190,0,6,1906
2075,0,187,1,9,1879
75748,1,216,0,8,2168
95712,0,207,1,7,2077
145096,0,203,1,7,2037
67622,0,205,1,7,2057
12912,1,188,0,8,1888
98430,0,198,0,6,1986
22895,0,183,1,9,1839
130097,0,197,1,7,1977
21285,1,183,1,2,1832
48179,0,185,1,9,1859
2689,0,208,0,6,2086
58534,0,218,0,6,2186
89865,0,184,0,6,1846
4739,1,212,0,8,2128
115524,1,183,1,2,1832
122389,1,188,0,8,1888
27492,1,202,0,8,2028
86897,0,208,0,6,2086
63752,0,219,1,7,2197
136567,0,193,1,7,1937
71695,0,211,1,7,2117
144544,0,188,0,6,1886
30783,0,210,0,6,2106
139162,0,211,1,7,2117
98850,1,200,0,8,2008
41625,0,212,0,6,2126
124977,0,206,0,6,2066
22932,0,187,1,9,1879
127593,0,187,1,9,1879
142204,0,195,1,7,1957
5720,0,190,0,6,1906
64031,1,207,1,2,2072
48428,1,210,0,8,2108
106525,1,206,0,8,2068
102045,0,199,1,7,1997
34884,0,219,1,7,2197
5841,0,202,0,6,2026
74377,1,199,1,2,1992
131510,0,218,0,6,2186
68146,0,217,1,7,2177
123388,0,208,0,6,2086
70979,0,180,0,6,1806
9315,1,189,1,2,1892
120347,0,184,0,6,1846
132392,0,186,0,6,1866
100139,0,209,1,7,2097
67543,0,197,1,7,1977
113312,0,203,1,7,2037
113396,0,211,1,7,2117
72036,0,205,1,7,2057
113222,1,194,0,8,1948
50747,0,202,0,6,2026
23559,0,210,0,6,2106
15541,0,210,0,6,2106
118326,0,183,1,9,1839
84321,0,191,1,9,1919
44664,0,195,1,7,1957
7008,0,199,1,7,1997
135395,0,196,0,6,1966
90766,1,194,0,8,1948
26059,0,219,1,7,2197
133640,0,190,0,6,1906
33866,0,198,0,6,1986
88536,1,211,1,2,2112
7519,0,210,0,6,2106
67954,0,198,0,6,1986
67713,0,214,0,6,2146
109378,0,210,0,6,2106
11251,0,182,0,6,1826
89305,0,208,0,6,2086
63411,0,185,1,9,1859
88043,1,202,0,8,2028
10746,1,212,0,8,2128
41271,0,216,0,6,2166
85275,0,206,0,6,2066
135063,0,212,0,6,2126
29981,0,210,0,6,2106
134263,0,212,0,6,2126
43403,0,189,1,9,1899
73902,0,191,1,9,1919
121992,1,188,0,8,1888
115658,0,197,1,7,1977
12066,1,183,1,2,1832
106062,0,199,1,7,1997
114926,1,204,0,8,2048
63733,0,217,1,7,2177
24197,0,193,1,7,1937
84165,1,215,1,2,2152
41,0,184,0,6,1846
102576,0,212,0,6,2126
124234,0,212,0,6,2126
26119,0,185,1,9,1859
9006,1,198,0,8,1988
37911,0,201,1,7,2017
3681,1,187,1,2,1872
30371,1,209,1,2,2092
87405,1,218,0,8,2188
100395,0,194,0,6,1946
9046,1,202,0,8,2028
135321,0,188,0,6,1886
95753,0,211,1,7,2117
122584,0,207,1,7,2077
30514,0,183,1,9,1839
28589,0,191,1,9,1919
51604,1,207,1,2,2072
23344,0,188,0,6,1886
49505,0,198,0,6,1986
58587,0,184,0,6,1846
109912,0,183,1,9,1839
59461,0,191,1,9,1919
77000,1,180,0,8,1808
5227,0,181,1,9,1819
100414,1,196,0,8,1968
42240,0,193,1,7,1937
143430,1,197,1,2,1972
66702,1,193,1,2,1932
76936,0,214,0,6,2146
51582,0,205,1,7,2057
58693,0,194,0,6,1946
131183,1,185,1,2,1852
87329,1,211,1,2,2112
53491,0,195,1,7,1957
119522,1,182,0,8,1828
30989,1,191,1,2,1912
85629,1,201,1,2,2012
38197,0,190,0,6,1906
105779,1,211,1,2,2112
114779,0,189,1,9,1899
135443,0,200,0,6,2006
11346,0,191,1,9,1919
66395,0,203,1,7,2037
117078,0,218,0,6,2186
47385,0,186,0,6,1866
63458,0,190,0,6,1906
89474,0,185,1,9,1859
135744,0,190,0,6,1906
78727,0,193,1,7,1937
89189,0,196,0,6,1966
52977,0,184,0,6,1846
41924,1,202,0,8,2028
97324,0,208,0,6,2086
105014,0,215,1,7,2157
68617,0,184,0,6,1846
117166,0,187,1,9,1879
74832,0,204,0,6,2046
52697,0,196,0,6,1966
141822,1,197,1,2,1972
97801,0,215,1,7,2157
75296,0,210,0,6,2106
16434,0,219,1,7,2197
35547,0,205,1,7,2057
120122,0,202,0,6,2026
52901,0,217,1,7,2177
108905,0,203,1,7,2037
75128,0,194,0,6,1946
102740,1,188,0,8,1888
136765,1,212,0,8,2128
108069,1,200,0,8,2008
107144,0,187,1,9,1879
14561,0,192,0,6,1926
120339,0,183,1,9,1839
131754,0,202,0,6,2026
139799,0,195,1,7,1957
122161,0,205,1,7,2057
60960,1,180,0,8,1808
136958,1,192,0,8,1928
3661,1,185,1,2,1852
131789,0,206,0,6,2066
146405,1,214,0,8,2148
82139,0,213,1,7,2137
138668,0,202,0,6,2026
1139,0,213,1,7,2137
134851,0,191,1,9,1919
124630,1,212,0,8,2128
33949,0,206,0,6,2066
29996,0,212,0,6,2126
78474,0,207,1,7,2077
138403,0,216,0,6,2166
27956,0,208,0,6,2086
